#_1_NUMBER_Running_object_number_,#_2_FLAGS_Extraction_flags_,#_3_ALPHAWIN_J2000_Windowed_right_ascension_(J2000)_[deg],#_4_DELTAWIN_J2000_windowed_declination_(J2000)_[deg],#_5_XWIN_IMAGE_Windowed_position_estimate_along_x_[pixel],#_6_YWIN_IMAGE_Windowed_position_estimate_along_y_[pixel],#_7_ERRAWIN_IMAGE_RMS_windowed_pos_error_along_major_axis_[pixel],#_8_ERRBWIN_IMAGE_RMS_windowed_pos_error_along_minor_axis_[pixel],#_9_ERRTHETAWIN_IMAGE_Windowed_error_ellipse_pos_angle_(CCW/x)_[deg],#_10_CLASS_STAR_S/G_classifier_output_,#_11_XMIN_IMAGE_Minimum_x-coordinate_among_detected_pixels_[pixel],#_12_YMIN_IMAGE_Minimum_y-coordinate_among_detected_pixels_[pixel],#_13_XMAX_IMAGE_Maximum_x-coordinate_among_detected_pixels_[pixel],#_14_YMAX_IMAGE_Maximum_y-coordinate_among_detected_pixels_[pixel],#_15_X_IMAGE_Object_position_along_x_[pixel],#_16_Y_IMAGE_Object_position_along_y_[pixel],#_17_X_IMAGE_DBL_Object_position_along_x_(double_precision)_[pixel],#_18_Y_IMAGE_DBL_Object_position_along_y_(double_precision)_[pixel],#_19_MAG_AUTO_Kron-like_elliptical_aperture_magnitude_[mag],#_20_MAGERR_AUTO_RMS_error_for_AUTO_magnitude_[mag],#_21_MAG_APER_Fixed_aperture_magnitude_vector_[mag],#_22_MAGERR_APER_RMS_error_vector_for_fixed_aperture_mag._[mag],#_23_ISOAREAF_IMAGE_Isophotal_area_(filtered)_above_Detection_threshold_[pixel**2],#_24_FLUX_ISO_Isophotal_flux_[count],#_25_FLUXERR_ISO_RMS_error_for_isophotal_flux_[count],#_26_MAG_ISO_Isophotal_magnitude_[mag],#_27_MAGERR_ISO_RMS_error_for_isophotal_magnitude_[mag],#_28_FLUX_ISOCOR_Corrected_isophotal_flux_[count],#_29_FLUXERR_ISOCOR_RMS_error_for_corrected_isophotal_flux_[count],#_30_MAG_ISOCOR_Corrected_isophotal_magnitude_[mag],#_31_MAGERR_ISOCOR_RMS_error_for_corrected_isophotal_magnitude_[mag],#_32_FLUX_AUTO_Flux_within_a_Kron-like_elliptical_aperture_[count],#_33_FLUXERR_AUTO_RMS_error_for_AUTO_flux_[count],#_34_MAG_BEST_Best_of_MAG_AUTO_and_MAG_ISOCOR_[mag],#_35_MAGERR_BEST_RMS_error_for_MAG_BEST_[mag],#_36_FLUX_APER_Flux_vector_within_fixed_circular_aperture(s)_[count],#_37_FLUXERR_APER_RMS_error_vector_for_aperture_flux(es)_[count],#_38_MU_THRESHOLD_Analysis_threshold_above_background_[mag_*_arcsec**(-2)],#_39_MU_MAX_Peak_surface_brightness_above_background_[mag_*_arcsec**(-2)],#_40_X2_IMAGE_Variance_along_x_[pixel**2],#_41_Y2_IMAGE_Variance_along_y_[pixel**2],#_42_XY_IMAGE_Covariance_between_x_and_y_[pixel**2],#_43_X2_WORLD_Variance_along_X-WORLD_(alpha)_[deg**2],#_44_Y2_WORLD_Variance_along_Y-WORLD_(delta)_[deg**2],#_45_XY_WORLD_Covariance_between_X-WORLD_and_Y-WORLD_[deg**2]
599,0,0.7897759,-0.2956275,52.1270,2784.8145,18.29356,15.90969,56.34,0.358,51,2783,54,2789,51.8523,2785.9226,51.8523,2785.9227,23.4993,3.2857,23.9559,4.0545,12,0.01643205,0.09301321,24.8608,6.1473,0.02466842,0.1066444,24.4196,4.6949,0.05758244,0.1742146,23.4993,3.2857,0.03781451,0.1411764,28.6741,27.1494,7.0268495214e-01,3.3919837927e+00,9.0203621512e-01,1.1082840386e-07,5.3508558556e-07,1.4228984592e-07
600,0,359.2172195,-0.4453907,4011.2588,3161.8905,20.89430,19.66532,-57.96,0.491,3995,3106,4021,3138,4018.8879,3119.1899,4018.8879,3119.1899,99.0000,99.0000,26.4067,12.6105,48,0.04174258,0.1482627,23.8486,3.8573,0.1548617,0.2422895,22.4251,1.6991,-0.03365687,0.008368478,99.0000,99.0000,0.003956557,0.04594292,29.1510,27.0375,2.1738525398e+00,3.9219994086e+00,-1.3556468795e+00,3.4285410433e-07,6.1867083678e-07,-2.1385824871e-07
601,0,359.2971525,-0.4370829,3809.9951,3140.9527,6.00353,5.81395,83.55,0.368,3809,3140,3811,3143,3810.0737,3141.0911,3810.0738,3141.0911,99.0000,99.0000,99.0000,99.0000,10,0.006415637,0.05813055,25.8819,9.8400,0.121755,0.1146288,22.6863,1.0224,-0.00157899,0.003047511,99.0000,99.0000,-0.03330411,0.005335202,29.5425,27.1711,6.0274950809e-01,8.5675580319e-01,1.9183813799e-01,9.5070946071e-08,1.3514469796e-07,3.0250892118e-08
602,0,0.7071652,-0.2916399,260.1335,2774.7607,6.63717,5.17345,-30.66,0.517,259,2773,262,2776,260.2411,2774.6060,260.2411,2774.6059,24.5273,5.2731,24.6711,5.6399,10,0.01833458,0.09824606,24.7418,5.8193,0.0231085,0.1035617,24.4906,4.8670,0.02233911,0.1084687,24.5273,5.2731,0.01956835,0.1016243,28.5955,26.4954,7.4832423372e-01,6.3430777815e-01,-2.9425626730e-01,1.1803569417e-07,1.0006120689e-07,-4.6409545789e-08
603,0,359.3145908,-0.4373112,3766.0882,3141.5234,27.83844,25.94823,59.66,0.355,3736,3130,3785,3148,3763.8967,3132.0933,3763.8967,3132.0932,99.0000,99.0000,99.0000,99.0000,42,0.03441968,0.1346334,24.0580,4.2479,0.1826311,0.236518,22.2461,1.4064,-0.02904473,0.006455032,99.0000,99.0000,-0.02043736,0.005332379,29.3418,27.2506,9.4272828141e-01,2.3561382170e+00,-7.7424095769e-01,1.4869783085e-07,3.7167976622e-07,-1.2214076451e-07
604,0,359.3749967,-0.4398998,3613.9974,3148.0277,7.78866,7.10426,-73.97,0.379,3613,3146,3617,3150,3614.2944,3147.7593,3614.2944,3147.7593,25.9878,10.3567,30.2453,88.8997,15,0.01573161,0.09101406,24.9081,6.2830,0.03320538,0.1232328,24.0970,4.0304,0.005819336,0.05549664,25.9878,10.3567,0.0001153142,0.00943959,29.0498,27.6950,1.4389519850e+00,1.2457341601e+00,1.0696882662e-02,2.2697826757e-07,1.9651204205e-07,1.6683467480e-09
605,0,359.3089238,-0.4410905,3780.3568,3151.0404,21.35699,20.12824,20.57,0.555,3768,3145,3780,3152,3777.6187,3147.0317,3777.6188,3147.0319,99.0000,99.0000,99.0000,99.0000,35,0.0296911,0.1250427,24.2184,4.5736,0.1254183,0.210467,22.6541,1.8224,-0.05691275,0.008764055,99.0000,99.0000,-0.02064044,0.005327669,29.5392,27.0246,3.8895202480e+00,1.0322915564e+00,4.4701610700e-01,6.1349561940e-07,1.6283130278e-07,7.0454383900e-08
606,0,359.3571532,-0.3350364,3658.9235,2884.0111,9.35723,8.95642,-4.60,0.352,3657,2884,3661,2886,3659.0007,2885.1106,3659.0007,2885.1106,99.0000,99.0000,99.0000,99.0000,10,0.01531314,0.08978894,24.9373,6.3678,0.02118483,0.09878655,24.5849,5.0641,-0.0005491994,0.003397999,99.0000,99.0000,-0.007603047,0.005322013,28.6678,27.4926,2.0259152927e+00,5.1714417262e-01,2.0797852389e-01,3.1956852435e-07,8.1579811914e-08,3.2787101038e-08
607,0,359.2190381,-0.4069557,4006.6797,3065.1164,10.95817,9.90547,-4.49,0.362,4005,3063,4012,3066,4008.0369,3064.7615,4008.0368,3064.7614,25.2394,7.3280,26.4325,12.7634,15,0.01682424,0.09412029,24.8352,6.0754,0.03166227,0.1209298,24.1486,4.1478,0.01159467,0.07823702,25.2394,7.3280,0.003863711,0.04540899,28.8399,27.6718,4.2249617771e+00,9.0739989604e-01,-1.2792244040e+00,6.6635587705e-07,1.4315299598e-07,-2.0183597643e-07
608,0,0.7936924,-0.3113605,42.2653,2824.4275,12.48188,11.59631,15.49,0.406,38,2822,45,2826,42.3140,2824.1370,42.3140,2824.1369,22.8481,2.4340,23.3488,3.0647,28,0.0380736,0.1415831,23.9484,4.0385,0.05749866,0.1628298,23.5009,3.0754,0.1048983,0.2351008,22.8481,2.4340,0.06614474,0.1866586,28.6741,26.7533,4.0163954777e+00,1.2560474004e+00,6.6737161245e-01,6.3346713544e-07,1.9814422511e-07,1.0531424751e-07
609,0,359.2186557,-0.4490331,4007.6427,3171.0612,15.23590,14.77557,46.47,0.353,4013,3140,4016,3144,4014.0176,3142.5652,4014.0176,3142.5653,99.0000,99.0000,99.0000,99.0000,10,0.009640241,0.07124831,25.4398,8.0263,0.02467971,0.1041841,24.4191,4.5845,-0.004966693,0.003976625,99.0000,99.0000,-0.02156498,0.005328612,29.2821,27.5738,9.5269382907e-01,1.6260625891e+00,8.9673112411e-01,1.5025618700e-07,2.5647628508e-07,1.4142331301e-07
610,0,359.2594704,-0.5880288,3904.8742,3521.0279,9.72474,7.48544,42.51,0.411,3903,3520,3906,3525,3904.9648,3521.7759,3904.9648,3521.7759,24.4158,5.0105,24.5480,5.3284,12,0.01982251,0.1021563,24.6571,5.5968,0.02624438,0.1100562,24.3524,4.5542,0.02475528,0.1142132,24.4158,5.0105,0.02191706,0.1075346,28.6402,26.7101,6.3036728378e-01,2.6550313845e+00,5.2028858967e-01,9.9419072496e-08,4.1875613826e-07,8.2047220883e-08
611,0,359.6811835,-0.4698207,2843.1234,3223.3103,7.43346,5.86807,-61.92,0.456,2842,3222,2845,3225,2843.2708,3223.3291,2843.2709,3223.3291,24.6867,5.6756,24.9297,6.3555,12,0.02388393,0.1121316,24.4547,5.0986,0.02916735,0.1167137,24.2378,4.3456,0.01928921,0.100808,24.6867,5.6756,0.01542127,0.09024905,28.6081,26.9106,8.2162735445e-01,9.6037333478e-01,-4.2952337846e-01,1.2962410617e-07,1.5151097121e-07,-6.7768479876e-08
612,0,359.6306410,-0.5694174,2970.3677,3474.0755,10.64659,5.82116,-18.79,0.634,2968,3473,2972,3476,2969.8938,3474.2905,2969.8937,3474.2906,24.5346,5.2915,25.4124,7.9454,12,0.01957105,0.1015065,24.6710,5.6326,0.02608994,0.1097068,24.3588,4.5666,0.0221895,0.1081179,24.5346,5.2915,0.009886521,0.07233178,28.5877,26.3360,1.3755184869e+00,6.3083818319e-01,-3.9285590582e-01,2.1699735967e-07,9.9517263581e-08,-6.1987808750e-08
613,0,359.4181970,-0.4569732,3505.2292,3191.0058,15.54155,14.25178,79.57,0.380,3503,3189,3508,3194,3505.8511,3191.7896,3505.8511,3191.7895,24.2722,4.6922,24.3038,4.7603,12,0.01646467,0.09310546,24.8586,6.1412,0.02467632,0.1066589,24.4193,4.6940,0.02825586,0.1220825,24.2722,4.6922,0.02744654,0.1203076,28.8162,27.6258,1.7640776047e+00,2.6278391859e+00,1.6637614465e+00,2.7827061450e-07,4.1451792329e-07,2.6242907643e-07
614,0,359.3532668,-0.4553490,3668.7088,3186.9303,16.63530,15.75832,3.07,0.480,3667,3162,3672,3166,3669.1506,3164.0808,3669.1507,3164.0808,99.0000,99.0000,99.0000,99.0000,17,0.01541161,0.09008684,24.9304,6.3481,0.04797801,0.1404452,23.6974,3.1790,-0.01319186,0.008232396,99.0000,99.0000,-0.003083913,0.005328612,29.3482,27.7261,3.0461161127e+00,9.4079596631e-01,-1.1025890812e-01,4.8048112634e-07,1.4840852618e-07,-1.7434611841e-08
615,0,0.2052362,-0.4649668,1523.8192,3211.0791,8.01859,6.75554,-68.53,0.359,1522,3210,1525,3212,1523.7186,3211.0674,1523.7186,3211.0673,24.4922,5.1887,24.1766,4.4890,11,0.01962613,0.1016479,24.6679,5.6246,0.02502926,0.1076853,24.4039,4.6724,0.02307356,0.1102407,24.4922,5.1887,0.030858,0.1275519,28.6725,27.2402,8.9319814363e-01,5.9010475516e-01,-1.4590970551e-01,1.4092080261e-07,9.3095822921e-08,-2.3015621081e-08
616,0,359.2335838,-0.4131563,3970.0546,3080.7248,9.79348,7.75076,-84.83,0.348,3969,3078,3973,3082,3971.2192,3080.1282,3971.2193,3080.1281,25.8794,9.8419,99.0000,99.0000,11,0.00933715,0.07012169,25.4745,8.1558,0.03930493,0.1179395,23.9139,3.2587,0.006430188,0.05827397,25.8794,9.8419,-0.01016661,0.005325785,28.9742,27.4160,1.8222799998e+00,1.0803095949e+00,-1.0581492431e+00,2.8741133174e-07,1.7042501645e-07,-1.6693042622e-07
617,0,359.2626090,-0.5494001,3896.9716,3423.7622,5.03303,3.82730,85.95,0.655,3896,3422,3898,3425,3896.9668,3423.8645,3896.9667,3423.8646,24.7134,5.7452,25.4798,8.1972,10,0.01907803,0.1002177,24.6987,5.7048,0.02366444,0.1049505,24.4648,4.8163,0.01882026,0.09956371,24.7134,5.7452,0.009291466,0.07013287,28.7623,26.0040,5.1420777440e-01,7.0774878901e-01,-4.1123098251e-02,8.1100172200e-08,1.1163423742e-07,-6.4961320925e-09
618,0,0.1522407,-0.5424818,1657.2357,3406.2341,8.93074,5.63878,67.77,0.497,1655,3402,1660,3411,1657.3843,3406.6851,1657.3843,3406.6850,23.1764,2.8308,23.1680,2.8197,36,0.07261504,0.1955185,23.2474,2.9241,0.08826827,0.203152,23.0355,2.4995,0.07752462,0.2020756,23.1764,2.8308,0.07812507,0.2028467,28.6775,26.4856,1.5288118275e+00,5.6165030530e+00,1.4630576653e+00,2.4119926971e-07,8.8604306053e-07,2.3082179610e-07
619,0,0.1736218,-0.5397094,1603.4087,3399.2554,7.23937,6.51013,-44.61,0.525,1602,3396,1606,3400,1603.7755,3398.7471,1603.7755,3398.7470,24.2158,4.5693,24.1453,4.4246,13,0.02232066,0.1084019,24.5282,5.2742,0.02897831,0.1157455,24.2448,4.3377,0.02976395,0.12523,24.2158,4.5693,0.0317605,0.1294003,28.6760,26.7798,1.3889548302e+00,1.2735718927e+00,-9.2410013981e-01,2.1913345991e-07,2.0090949627e-07,-1.4578193804e-07
620,0,359.2579596,-0.4787000,3908.6784,3245.7480,13.78170,12.18003,63.77,0.414,3907,3243,3915,3252,3907.6470,3244.8645,3907.6470,3244.8646,99.0000,99.0000,27.1406,17.7955,16,0.01202809,0.07959013,25.1995,7.1861,0.2259039,0.1568862,22.0152,0.7542,-0.002165787,0.005010077,99.0000,99.0000,0.002012702,0.03298061,29.2252,27.7211,3.8288597942e-01,1.6328859626e+00,2.8824376747e-01,6.0389385091e-08,2.5756167194e-07,4.5457962648e-08
621,0,0.7052227,-0.5042799,265.0244,3310.1449,4.01876,3.17757,87.12,0.637,264,3308,267,3312,265.0650,3310.2402,265.0650,3310.2402,23.6929,3.5902,23.7129,3.6249,14,0.04332906,0.1510241,23.8081,3.7853,0.04771446,0.1524266,23.7034,3.4693,0.04817694,0.1592657,23.6929,3.5902,0.04729556,0.1578631,28.5823,25.6905,5.9543365289e-01,9.6323458032e-01,5.2517113922e-02,9.3915060159e-08,1.5193873854e-07,8.2937644417e-09
622,0,359.3181539,-0.4871345,3757.1167,3266.9691,7.28537,6.77593,-6.28,0.355,3756,3265,3759,3269,3757.4883,3266.9993,3757.4883,3266.9992,26.1850,11.3322,25.8477,9.7217,10,0.01318021,0.08330344,25.1002,6.8639,0.02046728,0.09719095,24.6223,5.1570,0.004852721,0.05063698,26.1850,11.3322,0.006621158,0.05927178,28.9485,27.4054,9.5842285932e-01,1.8158131096e+00,1.0907578718e+00,1.5117140689e-07,2.8640948018e-07,1.7203519099e-07
623,0,359.3005878,-0.4167115,3801.3455,3089.6606,11.47739,9.74805,89.90,0.411,3800,3087,3832,3101,3801.2627,3089.7432,3801.2628,3089.7431,25.4948,8.2506,28.2920,30.9773,24,0.02591899,0.1168229,24.3660,4.8949,0.05186101,0.1544539,23.6129,3.2344,0.00916373,0.0696194,25.4948,8.2506,0.0006969796,0.01988078,29.0722,27.5006,3.7708256630e-01,3.1247961265e+00,5.7068403534e-01,5.9477267471e-08,4.9291378232e-07,9.0013090615e-08
624,0,359.2446898,-0.4279559,3942.0906,3117.9852,7.05652,6.70749,-6.10,0.357,3942,3116,3944,3120,3942.9363,3118.0498,3942.9363,3118.0499,27.1049,17.3684,99.0000,99.0000,10,0.007918874,0.06457816,25.6533,8.8563,0.05765798,0.118598,23.4979,2.2338,0.002079893,0.03326376,27.1049,17.3684,-0.01775629,0.005328612,29.3015,27.4891,5.4149225263e-01,1.1192235327e+00,2.7864818540e-01,8.5405113957e-08,1.7654245184e-07,4.3943065453e-08
625,0,0.4923532,-0.4732795,800.9788,3232.0439,4.10054,3.62525,-79.78,0.666,800,3231,802,3235,800.8670,3232.4163,800.8670,3232.4162,24.2634,4.6695,24.3239,4.8048,12,0.02185949,0.1072754,24.5509,5.3295,0.02762669,0.1132097,24.2967,4.4503,0.02848596,0.1224812,24.2634,4.6695,0.02694185,0.1191985,28.6474,25.8561,5.2676505858e-01,1.1226918753e+00,-2.3100495371e-01,8.3097935251e-08,1.7710459677e-07,-3.6435558044e-08
626,0,0.8010931,-0.3482848,23.6306,2917.3976,10.06550,9.01216,40.15,0.394,10,2916,25,2937,23.6332,2917.2700,23.6332,2917.2700,24.2629,4.6694,23.7966,3.7674,21,0.02580053,0.1165525,24.3709,4.9059,0.04307406,0.1411359,23.8145,3.5584,0.0284999,0.1225388,24.2629,4.6694,0.04378819,0.1519038,28.6741,27.0749,6.8430204745e-01,6.9243845426e-01,1.5976844361e-01,1.0792675051e-07,1.0922943684e-07,2.5209523370e-08
627,0,0.1663364,-0.5381157,1621.7498,3395.2426,5.99576,5.83263,-61.46,0.371,1620,3394,1623,3397,1621.6383,3395.3188,1621.6383,3395.3189,24.4387,5.0624,24.2330,4.6073,11,0.01876972,0.09940603,24.7164,5.7515,0.0244423,0.1062851,24.4296,4.7224,0.02423832,0.1129869,24.4387,5.0624,0.02929652,0.1242884,28.6896,26.6764,7.3986907805e-01,6.0499289296e-01,3.5494568538e-02,1.1672833255e-07,9.5441585976e-08,5.6028951337e-09
628,0,359.4123299,-0.4590074,3520.0011,3196.1287,7.26037,6.89624,-32.91,0.366,3519,3195,3523,3198,3520.4817,3196.4551,3520.4818,3196.4552,25.2140,7.2395,25.9176,10.0429,10,0.01035217,0.07383103,25.3624,7.7453,0.02241903,0.1010786,24.5235,4.8963,0.01186892,0.07912081,25.2140,7.2395,0.006207977,0.05740898,28.8630,27.1103,1.3204695065e+00,9.3819358495e-01,5.2475787924e-01,2.0829364171e-07,1.4799190619e-07,8.2760981987e-08
629,0,0.4585296,-0.5360241,886.1350,3390.0139,2.58190,2.31556,-11.82,0.691,885,3388,889,3392,886.4981,3389.8008,886.4981,3389.8009,23.3182,3.0211,23.2672,2.9515,16,0.06693796,0.1877086,23.3358,3.0454,0.07117011,0.1883703,23.2693,2.8744,0.06803047,0.1892513,23.3182,3.0211,0.07130732,0.1938002,28.6586,24.8769,9.7959544499e-01,8.3349004242e-01,-3.6245446145e-01,1.5453264413e-07,1.3147690232e-07,-5.7165494614e-08
630,0,0.2571981,-0.3835116,1393.0039,3006.0080,4.53502,4.43149,75.06,0.627,1390,3005,1394,3007,1392.6934,3006.2422,1392.6934,3006.2422,24.6223,5.5095,24.4993,5.2098,10,0.01751582,0.09602794,24.7914,5.9538,0.02252605,0.1021035,24.5183,4.9225,0.02046734,0.1038343,24.6223,5.5095,0.02292356,0.1099702,28.6732,26.2096,1.2388538513e+00,5.1431071075e-01,-3.5559264895e-01,1.9545651009e-07,8.1140155844e-08,-5.6096012165e-08
631,0,359.2347309,-0.4751700,3967.1664,3236.8664,5.55162,4.56743,-51.02,0.476,3957,3233,3971,3240,3967.5835,3236.9121,3967.5834,3236.9122,24.0545,4.2447,24.0581,4.2503,43,0.04713558,0.1575404,23.7166,3.6297,0.09197521,0.2058948,22.9908,2.4311,0.03453054,0.1349644,24.0545,4.2447,0.03441528,0.1346909,29.2132,26.0937,2.2778701632e+00,9.4646388175e-01,-4.9046745453e-01,3.5926177710e-07,1.4929962498e-07,-7.7399749026e-08
632,0,359.2276315,-0.5368691,3985.0422,3392.2210,15.60919,12.27238,10.42,0.350,3982,3392,3987,3394,3984.5439,3392.7947,3984.5439,3392.7946,25.1154,6.9190,26.5341,13.3834,10,0.01577294,0.09112661,24.9052,6.2743,0.0214296,0.09938037,24.5725,5.0364,0.0129974,0.08280731,25.1154,6.9190,0.003518637,0.04336217,28.7433,27.2690,2.6530675527e+00,7.4651264951e-01,-5.0764841777e-01,4.1842663690e-07,1.1775687528e-07,-8.0120037553e-08
633,0,359.9859066,-0.5268677,2075.9798,3366.9178,3.12829,2.82701,85.49,0.668,2075,3365,2078,3368,2076.0198,3366.7129,2076.0198,3366.7130,24.0546,4.2409,23.9332,4.0123,11,0.03050286,0.1267158,24.1891,4.5115,0.03420828,0.128407,24.0647,4.0765,0.03452868,0.1348352,24.0546,4.2409,0.03861235,0.1426557,28.6622,25.4553,5.9736368429e-01,5.8430653138e-01,-6.1238310041e-02,9.4247334217e-08,9.2179503258e-08,-9.6615056498e-09
634,0,359.3606746,-0.5316845,3650.0574,3379.1282,3.67767,3.17002,84.06,0.642,3649,3378,3651,3381,3650.1387,3379.2737,3650.1388,3379.2738,24.3331,4.8216,24.3536,4.8711,11,0.0350932,0.1359149,24.0369,4.2060,0.03847422,0.1370578,23.9371,3.8687,0.02671536,0.1186107,24.3331,4.8216,0.0262151,0.1175834,28.6205,25.8190,4.8895516534e-01,7.6489730773e-01,6.2646607222e-02,7.7124156919e-08,1.2065283369e-07,9.8736106188e-09
635,0,0.5705503,-0.5175441,604.1021,3343.5083,3.36641,2.55540,-88.93,0.712,602,3341,606,3346,604.1319,3343.4954,604.1319,3343.4953,23.0214,2.6351,23.0333,2.6500,23,0.08617102,0.2129764,23.0616,2.6841,0.09261318,0.2140416,22.9833,2.5099,0.08941842,0.2169663,23.0214,2.6351,0.08844573,0.2158213,28.6537,25.3371,9.0553702874e-01,1.1077038065e+00,1.2149026660e-01,1.4284062293e-07,1.7473542890e-07,1.9177046813e-08
636,0,359.2327329,-0.4843586,3972.1970,3260.0029,9.47635,9.05912,3.45,0.412,3970,3258,3975,3261,3972.3345,3259.7065,3972.3344,3259.7065,25.8350,9.6865,25.3724,7.7996,18,0.01644941,0.09307042,24.8596,6.1446,0.04973767,0.1438358,23.6583,3.1406,0.006699052,0.05975153,25.8350,9.6865,0.01025741,0.0736686,28.9747,27.6219,2.6054887844e+00,8.5578301445e-01,4.0390419650e-01,4.1093141276e-07,1.3497940466e-07,6.3659710502e-08
637,0,359.7301120,-0.5010939,2719.9433,3302.0414,7.82546,6.11328,37.07,0.483,2719,3301,2723,3304,2720.4949,3302.3079,2720.4948,3302.3079,24.7325,5.7964,25.1030,6.8858,10,0.01691456,0.09436582,24.8293,6.0588,0.02212256,0.1010949,24.5379,4.9628,0.01849342,0.09870621,24.7325,5.7964,0.01314571,0.08335011,28.6504,26.5786,1.4349168002e+00,7.5894897148e-01,7.1803095344e-01,2.2638162878e-07,1.1972544934e-07,1.1326872309e-07
638,0,359.3771142,-0.4765702,3608.6659,3240.3558,14.75100,12.02570,-89.25,0.494,3606,3232,3610,3249,3608.3975,3243.5967,3608.3975,3243.5967,23.7091,3.6219,24.8159,6.0300,34,0.03810008,0.1416376,23.9477,4.0372,0.07180188,0.1821027,23.2597,2.7543,0.04746392,0.1582942,23.7091,3.6219,0.01712506,0.09508672,29.0119,27.4189,9.2486042425e-01,4.4057059496e+00,5.1220090665e-01,1.4588489348e-07,6.9497018627e-07,8.0781871399e-08
639,0,359.6354714,-0.4977408,2958.2069,3293.6107,22.25214,15.64638,55.84,0.645,2956,3291,2959,3294,2957.4954,3292.7561,2957.4953,3292.7560,24.4920,5.1879,25.2122,7.2424,10,0.0204001,0.1036311,24.6259,5.5168,0.024703,0.1075241,24.4181,4.7270,0.02307901,0.1102503,24.4920,5.1879,0.01188817,0.07928024,28.5930,26.0248,1.0373038297e+00,6.3978466304e-01,-4.9532823371e-01,1.6364590131e-07,1.0093373683e-07,-7.8151057287e-08
640,0,359.3687795,-0.4696157,3629.6508,3222.8476,15.42716,14.61151,45.78,0.494,3622,3208,3650,3216,3624.4270,3212.4890,3624.4271,3212.4890,99.0000,99.0000,25.0766,6.8021,31,0.02287576,0.1097618,24.5016,5.2108,0.4341328,0.2164562,21.3059,0.5415,-0.008893788,0.009439708,99.0000,99.0000,0.01346973,0.08436644,29.3935,27.7299,1.4884832379e+00,5.4426399311e+00,-1.6359119242e+00,2.3478887099e-07,8.5857557408e-07,-2.5807182789e-07
641,0,359.3193352,-0.4843448,3754.1426,3259.9447,8.67042,5.98766,-38.25,0.356,3754,3254,3758,3262,3755.6636,3258.3579,3755.6635,3258.3579,26.1966,11.4818,25.0865,6.8334,16,0.01859437,0.09894709,24.7265,5.7790,0.03325995,0.124035,24.0952,4.0500,0.004801113,0.05076024,26.1966,11.4818,0.01334698,0.0839828,29.0057,27.1255,1.9428169018e+00,4.9961808722e+00,-2.7027339496e+00,3.0643972699e-07,7.8814369675e-07,-4.2634686257e-07
642,0,359.4048434,-0.4556891,3538.8502,3187.7755,10.31775,8.41301,70.65,0.460,3537,3185,3540,3192,3539.0222,3188.6685,3539.0221,3188.6685,25.2117,7.2377,24.5989,5.4551,16,0.0141901,0.08644356,25.0200,6.6157,0.04819261,0.1381067,23.6925,3.1122,0.01189333,0.07926375,25.2117,7.2377,0.02091319,0.105049,28.9416,27.7064,7.2562759548e-01,3.7689213478e+00,9.6812509288e-01,1.1446151650e-07,5.9452883675e-07,1.5270735045e-07
643,0,359.2335823,-0.4245299,3970.0583,3109.3618,15.77576,12.73576,-74.90,0.386,3961,3107,3990,3129,3970.1086,3109.2485,3970.1086,3109.2484,99.0000,99.0000,99.0000,99.0000,25,0.02359794,0.1114731,24.4678,5.1301,0.06417679,0.1664986,23.3816,2.8175,-0.009468488,0.004619062,99.0000,99.0000,-0.01949353,0.005332379,29.1718,27.4060,4.6923335235e-01,1.7915066209e+00,-4.0299723091e-01,7.4007639005e-08,2.8259839577e-07,-6.3572138205e-08
644,0,359.3414520,-0.4590517,3698.4562,3196.2558,16.06855,14.90593,-4.98,0.497,3696,3159,3719,3168,3703.7505,3163.9438,3703.7504,3163.9439,99.0000,99.0000,99.0000,99.0000,37,0.03277238,0.1313694,24.1112,4.3533,0.1119119,0.2101896,22.7778,2.0397,-0.03350157,0.007889877,99.0000,99.0000,-0.009109298,0.005326727,29.4802,27.4620,5.6239312073e+00,4.9048929912e-01,6.2586725308e-01,8.8708478303e-07,7.7363542682e-08,9.8644387872e-08
645,0,359.5849804,-0.4353710,3085.3230,3136.5889,6.23719,3.71707,20.91,0.721,3082,3134,3089,3139,3085.5322,3136.6670,3085.5323,3136.6670,23.0356,2.6526,23.0492,2.6695,29,0.09153207,0.2195041,22.9961,2.6043,0.100505,0.2214157,22.8945,2.3925,0.08825783,0.2155744,23.0356,2.6526,0.08716067,0.2142486,28.5625,25.8806,3.2848894640e+00,1.2833076236e+00,1.2031107780e+00,5.1822346046e-07,2.0244281780e-07,1.8977345495e-07
646,0,359.2003749,-0.4331649,4053.6731,3131.1122,15.87017,15.48076,23.55,0.350,4053,3130,4058,3150,4055.0684,3131.3682,4055.0683,3131.3681,24.3350,4.8280,24.8871,6.2317,18,0.02175558,0.1070272,24.5561,5.3426,0.03702173,0.130864,23.9789,3.8388,0.02666914,0.1185632,24.3350,4.8280,0.01603776,0.0920288,28.6741,27.6709,3.4255709672e+00,5.2582129862e-01,3.3655958216e-01,5.4026353787e-07,8.2935686213e-08,5.3027044402e-08
